Processes,Size,Algorithm,Latency(us)
14,8,1,0.45
14,16,1,0.44
14,32,1,0.40
14,64,1,0.52
14,128,1,0.82
14,256,1,0.65
14,512,1,0.73
14,1024,1,0.82
14,2048,1,1.07
14,4096,1,2.15
14,8192,1,4.20
14,16384,1,8.58
14,32768,1,18.09
14,65536,1,36.87
14,131072,1,75.89
14,262144,1,292.99
14,524288,1,500.65
14,1048576,1,981.82
16,2,1,0.65
16,4,1,0.64
16,8,1,0.59
16,16,1,0.57
16,32,1,0.64
16,64,1,0.66
16,128,1,1.04
16,256,1,1.01
16,512,1,1.06
16,1024,1,1.26
16,2048,1,1.71
16,4096,1,3.14
16,8192,1,5.88
16,16384,1,11.08
16,32768,1,22.06
16,65536,1,44.40
16,131072,1,89.42
16,262144,1,301.15
16,524288,1,536.47
16,1048576,1,1045.92
18,2,1,0.72
18,4,1,0.66
18,8,1,0.65
18,16,1,0.68
18,32,1,0.71
18,64,1,0.65
18,128,1,1.01
18,256,1,0.90
18,512,1,0.94
18,1024,1,1.10
18,2048,1,1.54
18,4096,1,3.22
18,8192,1,5.86
18,16384,1,11.60
18,32768,1,23.90
18,65536,1,48.95
18,131072,1,100.44
18,262144,1,358.99
18,524288,1,637.14
18,1048576,1,1273.41
20,2,1,0.53
20,4,1,0.51
20,8,1,0.56
20,16,1,0.54
20,32,1,0.56
20,64,1,0.56
20,128,1,0.91
20,256,1,0.78
20,512,1,0.81
20,1024,1,0.96
20,2048,1,1.61
20,4096,1,3.52
20,8192,1,6.55
20,16384,1,13.08
20,32768,1,27.11
20,65536,1,55.11
20,131072,1,111.88
20,262144,1,423.03
20,524288,1,745.96
20,1048576,1,1459.09
22,2,1,0.68
22,4,1,0.60
22,8,1,0.72
22,16,1,0.61
22,32,1,0.66
22,64,1,0.62
22,128,1,1.01
22,256,1,0.88
22,512,1,0.94
22,1024,1,1.08
22,2048,1,1.66
22,4096,1,3.76
22,8192,1,6.85
22,16384,1,13.89
22,32768,1,28.77
22,65536,1,58.74
22,131072,1,118.77
22,262144,1,470.34
22,524288,1,869.36
22,1048576,1,1649.62
24,2,1,0.64
24,4,1,0.60
24,8,1,0.57
24,16,1,0.51
24,32,1,0.53
24,64,1,0.56
24,128,1,0.87
24,256,1,0.79
24,512,1,0.87
24,1024,1,1.01
24,2048,1,1.67
24,4096,1,4.17
24,8192,1,8.03
24,16384,1,16.08
24,32768,1,32.68
24,65536,1,66.59
24,131072,1,134.41
24,262144,1,529.20
24,524288,1,993.08
24,1048576,1,1895.13
26,2,1,0.69
26,4,1,0.81
26,8,1,0.73
26,16,1,0.76
26,32,1,0.74
26,64,1,0.75
26,128,1,1.04
26,256,1,0.95
26,512,1,1.04
26,1024,1,1.19
26,2048,1,1.79
26,4096,1,4.33
26,8192,1,8.20
26,16384,1,16.60
26,32768,1,34.35
26,65536,1,70.14
26,131072,1,142.37
26,262144,1,581.05
26,524288,1,1070.89
26,1048576,1,2023.31
28,2,1,0.79
28,4,1,0.85
28,8,1,0.81
28,16,1,0.80
28,32,1,0.80
28,64,1,0.82
28,128,1,1.12
28,256,1,1.05
28,512,1,1.14
28,1024,1,1.31
28,2048,1,2.07
28,4096,1,4.70
28,8192,1,9.39
28,16384,1,18.77
28,32768,1,38.06
28,65536,1,76.59
28,131072,1,154.48
28,262144,1,667.83
28,524288,1,1216.28
28,1048576,1,2389.01
30,2,1,1.02
30,4,1,1.05
30,8,1,0.98
30,16,1,1.01
30,32,1,1.05
30,64,1,1.02
30,128,1,1.36
30,256,1,1.28
